20,8
30,8
66,8
94,8
37,9
66,9
89,9
90,9
135,9
90,10
24,11
70,11
86,11
98,12
139,12
143,12
41,13
74,13
143,13
74,14
103,14
143,14
97,15
103,15
147,15
45,16
70,16
111,16
147,16
147,17
147,18
49,19
82,19
170,19
26,20
36,20
107,20
184,20
26,21
151,21
26,22
53,22
174,22
155,24
94,27
115,27
188,27
115,28
159,28
182,28
98,30
9,31
57,31
33,32
33,33
102,33
121,33
23,34
33,34
190,34
23,35
23,36
37,36
125,36
163,36
17,37
33,37
37,37
167,37
21,38
167,38
25,39
41,39
189,39
41,40
77,40
110,40
189,40
193,41
45,42
114,42
155,42
159,43
171,43
159,44
118,45
49,46
181,49
175,50
57,51
171,51
11,52
126,52
171,52
61,53
61,54
15,55
61,55
102,55
61,56
102,56
138,56
102,57
153,57
185,57
19,58
65,58
134,58
65,59
89,59
97,59
130,59
179,59
29,60
130,60
176,60
176,61
36,62
85,62
118,62
138,62
142,62
40,63
142,63
73,64
142,64
146,64
96,65
44,66
77,66
165,66
31,67
146,67
48,69
81,69
169,69
183,69
150,71
52,72
106,72
173,72
39,73
154,74
126,75
154,75
187,76
93,77
158,78
181,78
25,79
56,79
25,80
97,80
8,81
25,81
185,81
25,82
191,82
25,83
101,83
120,83
25,84
189,84
124,86
162,86
166,86
16,87
36,87
105,87
166,87
20,88
166,88
32,89
40,89
24,90
32,90
40,90
76,90
109,90
192,90
32,91
28,92
32,92
44,92
101,92
170,92
32,93
101,93
22,94
101,94
180,94
188,94
22,95
117,95
158,95
170,95
180,95
188,95
22,96
48,96
158,96
170,96
188,96
60,97
170,97
188,97
52,98
60,98
188,98
80,99
80,100
175,100
56,101
175,101
10,102
175,102
72,104
137,104
14,105
60,105
72,105
184,106
64,107
18,108
64,108
133,108
64,109
96,109
88,110
88,111
141,111
28,112
39,112
68,112
84,112
137,112
68,114
72,114
121,114
129,114
141,114
72,115
95,115
129,115
109,116
129,116
164,116
35,117
35,118
117,118
35,119
47,119
80,119
117,119
168,119
80,120
149,120
149,121
51,122
84,122
172,122
51,123
88,124
105,124
153,124
186,125
42,126
92,127
55,128
157,128
46,129
96,130
125,130
161,131
184,131
190,131
50,132
100,133
119,133
11,134
100,134
188,134
100,135
100,136
123,136
165,136
174,136
35,137
104,137
161,137
174,137
194,137
19,138
161,138
174,138
39,139
75,139
165,139
179,139
75,140
108,140
191,140
23,141
27,142
43,142
169,142
31,143
43,143
59,143
153,143
169,143
169,144
47,145
116,145
47,146
79,146
157,146
70,147
51,148
120,148
173,148
31,151
124,151
187,151
9,152
31,152
187,152
31,153
136,153
187,153
21,154
132,154
13,155
21,155
59,155
128,155
183,155
177,156
63,157
17,158
24,158
63,158
132,158
24,159
63,159
24,160
71,160
95,160
120,160
140,160
155,160
24,161
38,161
71,161
67,162
83,162
87,162
91,162
136,162
67,163
27,164
71,164
140,164
27,165
71,165
94,165
144,165
75,166
163,166
181,166
42,167
144,167
98,168
46,169
128,169
79,170
99,170
99,171
83,172
99,172
171,172
34,173
37,173
50,173
116,173
34,174
87,174
116,174
148,174
152,174
185,174
34,175
148,175
152,175
34,176
54,176
91,177
156,177
156,178
45,179
95,180
160,181
183,181
189,181
49,182
124,183
178,183
10,184
178,184
187,184
164,185
58,187
34,188
58,188
18,189
38,189
164,189
107,190
168,190
160,191
168,191
190,191
22,192
26,192
74,192
160,192
168,192
42,193
111,193
152,193
46,195
115,195
156,196
50,198
119,198
194,198
194,199
123,201
8,202
182,203
58,204
182,204
12,205
127,205
176,205
186,206
20,207
30,207
62,207
131,207
186,207
16,208
20,208
30,208
62,208
131,208
186,208
30,209
62,209
85,209
94,210
139,210
154,210
66,211
37,212
66,212
89,212
90,212
135,212
86,213
90,213
70,214
86,214
139,215
143,215
172,215
41,216
74,216
143,216
172,216
98,217
143,217
70,218
97,218
103,218
26,219
45,219
70,219
103,219
26,220
32,220
111,220
147,220
26,221
111,221
147,221
26,222
82,222
107,222
36,223
184,223
86,224
127,224
151,224
53,225
174,225
177,225
53,226
177,226
155,227
177,227
115,228
115,229
94,230
115,230
188,230
159,231
182,231
23,232
33,232
23,233
33,233
98,233
9,234
23,234
33,234
57,234
123,234
33,235
163,235
102,236
121,236
37,239
125,239
163,239
33,240
37,240
167,240
21,241
167,241
25,242
41,242
189,242
41,243
110,243
159,244
193,244
45,245
73,245
114,245
133,245
155,245
159,245
193,245
73,246
159,246
49,248
118,248
49,249
181,252
134,253
175,253
181,253
57,254
11,255
126,255
171,255
171,256
61,257
15,258
61,258
61,259
138,259
102,260
153,260
185,260
19,261
65,261
93,261
102,261
130,261
134,261
29,262
65,262
89,262
97,262
102,262
134,262
179,262
29,263
23,264
36,264
85,264
118,264
85,265
138,265
142,265
40,266
142,266
73,267
142,267
146,267
96,268
44,269
69,269
77,269
48,272
81,272
169,272
106,274
150,274
52,275
173,275
39,276
126,277
154,277
25,279
187,279
25,280
93,280
25,281
158,281
181,281
25,282
56,282
56,283
97,283
8,284
185,284
191,285
101,286
120,286
189,287
32,289
124,289
162,289
166,289
16,290
32,290
36,290
105,290
150,290
166,290
20,291
32,291
166,291
32,292
40,292
24,293
32,293
40,293
76,293
109,293
192,293
22,294
63,294
22,295
44,295
113,295
