154,295
188,295
22,296
188,296
158,297
188,297
117,298
158,298
48,299
101,299
180,299
101,300
52,301
101,301
170,301
60,302
170,302
60,303
72,303
56,304
72,304
10,305
72,305
72,306
14,308
60,308
137,308
175,309
184,309
64,310
184,310
18,311
64,311
133,311
178,311
64,312
96,312
88,313
92,313
156,313
28,314
28,315
39,315
68,315
84,315
91,315
129,315
137,315
141,315
129,316
72,317
129,317
141,317
145,317
35,318
72,318
109,318
35,319
43,319
117,319
121,319
164,319
30,320
35,320
121,320
145,320
35,321
47,322
80,322
168,322
149,323
149,324
51,325
84,325
172,325
88,327
153,327
92,330
125,331
157,331
46,332
125,332
96,333
161,334
184,334
190,335
100,336
119,336
11,337
149,337
149,338
100,339
123,339
165,339
35,340
100,340
104,340
161,340
194,340
19,341
100,341
165,341
39,342
75,342
165,342
39,343
75,343
108,343
179,343
191,343
23,344
179,344
27,345
31,345
43,345
169,345
31,346
153,346
169,346
174,346
169,347
174,347
24,348
59,348
116,348
169,348
174,348
24,349
47,349
157,349
174,349
24,350
70,350
79,350
24,351
51,351
120,351
24,352
31,352
173,352
187,352
24,353
31,353
187,353
21,354
24,354
31,354
55,354
124,354
9,355
21,355
24,355
21,356
24,356
21,357
24,357
13,358
24,358
59,358
128,358
183,358
24,359
177,359
63,360
17,361
63,361
71,361
132,361
63,362
71,362
71,363
120,363
140,363
155,363
38,364
87,364
140,364
38,365
67,365
83,365
91,365
136,365
27,366
67,366
27,367
71,367
140,367
94,368
144,368
75,369
163,369
42,370
108,370
144,370
46,372
33,373
34,373
79,373
34,374
34,375
83,375
116,375
171,375
37,376
50,376
87,377
152,377
185,377
99,378
148,378
152,378
99,379
148,379
54,380
91,380
99,380
112,380
148,380
99,381
156,381
45,382
173,382
95,383
173,383
160,384
173,384
183,384
189,384
49,385
124,385
173,385
99,386
118,386
124,386
187,387
178,389
34,390
58,390
178,390
58,391
18,392
38,392
58,392
160,392
164,392
107,393
160,393
190,393
22,394
74,394
168,394
190,394
22,395
26,395
168,395
42,396
111,396
152,396
46,398
78,398
115,398
156,399
50,401
119,401
172,401
194,402
123,404
8,405
58,407
182,407
186,407
12,408
127,408
131,408
176,408
186,408
20,409
30,409
131,409
186,409
20,410
30,410
131,410
16,411
62,411
131,411
62,412
85,412
94,413
119,413
139,413
154,413
37,414
82,414
37,415
66,415
89,415
90,415
135,415
86,416
90,416
70,417
70,418
93,418
139,418
143,418
70,419
74,419
143,419
162,419
26,420
70,420
98,420
143,420
26,421
70,421
97,421
98,421
23,422
26,422
45,422
23,423
32,423
78,423
103,423
147,423
23,424
107,424
111,424
127,424
147,424
23,425
82,425
107,425
111,425
127,425
147,425
23,426
36,426
111,426
23,427
86,427
151,427
184,427
23,428
23,429
53,429
177,429
23,430
115,430
155,430
177,430
23,431
33,431
115,431
155,431
177,431
33,432
44,432
177,432
33,433
94,433
188,433
33,434
159,434
182,434
33,435
48,435
33,436
98,436
9,437
123,437
57,438
163,438
121,439
17,442
33,442
37,442
125,442
163,442
37,443
106,443
167,443
167,444
189,444
25,445
41,445
189,445
41,446
110,446
151,446
73,447
77,447
159,447
29,448
45,448
114,448
133,448
155,448
159,448
193,448
193,449
49,451
118,451
134,456
181,456
57,457
11,458
126,458
61,460
81,460
171,460
15,461
61,461
81,461
130,461
171,461
61,462
84,462
130,462
138,462
19,463
130,463
153,463
185,463
19,464
29,464
65,464
93,464
134,464
29,465
65,465
88,465
89,465
134,465
97,466
23,467
69,467
85,467
97,467
138,468
40,469
142,469
73,470
142,470
146,470
96,471
110,471
146,471
44,472
69,472
77,472
146,472
146,473
176,474
48,475
81,475
169,475
176,475
35,476
106,476
106,477
150,477
52,478
173,478
25,479
25,480
154,480
25,481
187,482
93,483
158,484
181,484
114,485
56,486
97,486
116,486
8,487
32,489
101,489
120,489
32,490
189,490
32,491
32,492
124,492
162,492
16,493
22,493
32,493
36,493
166,493
20,494
22,494
32,494
150,494
166,494
22,495
40,495
22,496
24,496
40,496
76,496
109,496
188,496
192,496
63,497
188,497
192,497
44,498
113,498
154,498
158,499
170,499
158,500
117,501
48,502
180,502
72,503
180,503
52,504
72,504
72,505
72,506
170,506
174,506
56,507
10,508
60,508
125,508
14,511
60,511
137,511
64,513
175,513
184,513
18,514
64,514
133,514
175,514
178,514
64,515
88,515
175,515
28,516
129,516
156,516
28,517
129,517
39,518
84,518
137,518
141,518
35,519
117,519
160,519
35,520
72,520
117,520
141,520
145,520
35,521
68,521
95,521
43,522
76,522
164,522
30,523
121,523
145,523
121,524
47,525
80,525
121,525
168,525
34,526
149,526
149,527
51,528
84,528
172,528
153,530
125,532
92,533
125,533
157,534
180,534
46,535
55,535
96,536
161,537
184,537
190,538
100,539
119,539
11,540
188,540
149,541
123,542
161,542
165,542
15,543
35,543
104,543
165,543
19,544
24,544
165,544
24,545
39,545
75,545
24,546
39,546
75,546
108,546
191,546
23,547
24,547
31,547
24,548
27,548
31,548
43,548
179,548
31,549
179,549
31,550
169,550
31,551
116,551
169,551
31,552
47,552
59,552
157,552
21,553
31,553
174,553
187,553
21,554
31,554
51,554
79,554
120,554
174,554
187,554
21,555
31,555
173,555
174,555
187,555
21,556
174,556
21,557
55,557
9,558
136,560
13,561
59,561
183,562
63,563
17,564
63,564
132,564
63,565
87,566
21,567
38,567
87,567
91,567
120,567
140,567
38,568
67,568
83,568
120,568
136,568
27,569
67,569
120,569
67,570
71,570
140,570
144,570
71,571
94,571
108,572
128,572
163,572
128,573
144,573
34,575
46,575
167,575
33,576
34,576
79,576
116,576
116,577
148,577
83,578
171,578
50,579
87,580
104,580
152,580
54,583
91,583
54,584
148,584
156,584
45,585
148,585
95,586
99,587
124,587
160,587
173,587
183,587
189,587
49,588
99,588
173,588
99,589
118,589
173,589
173,590
187,590
173,591
122,592
164,592
173,592
34,593
103,593
173,593
193,593
18,594
160,594
178,594
38,595
160,595
164,595
58,596
74,596
107,596
190,596
22,597
58,597
168,597
26,598
42,598
168,598
42,599
152,599
168,599
46,601
115,601
46,602
78,602
156,602
69,603
50,604
119,604
172,604
123,607
8,608
186,608
30,609
186,609
30,610
58,610
131,610
182,610
186,610
12,611
20,611
30,611
127,611
131,611
176,611
182,611
20,612
62,613
16,614
62,614
131,614
62,615
94,616
119,616
139,616
154,616
20,617
37,617
82,617
37,618
66,618
70,618
82,618
86,618
89,618
90,618
135,618
70,619
90,619
70,620
139,620
70,621
93,621
143,621
23,622
26,622
74,622
143,622
162,622
23,623
41,623
143,623
23,624
97,624
23,625
45,625
98,625
23,626
32,626
78,626
127,626
147,626
23,627
103,627
107,627
127,627
147,627
82,628
147,628
172,628
36,629
49,629
147,629
172,629
86,630
111,630
147,630
151,630
172,630
184,630
33,631
115,631
33,632
53,632
33,633
90,633
155,633
33,634
155,634
177,634
33,635
44,635
177,635
33,636
94,636
177,636
188,636
159,637
182,637
48,638
98,639
123,639
9,640
123,640
163,641
57,642
33,644
17,645
37,645
163,645
106,646
167,646
167,647
189,647
25,648
41,648
159,648
41,649
73,649
110,649
151,649
159,649
